packet_size,transmission_time,latency,jitter,packet_loss,network_load,throughput,bandwidth_usage,encryption_time,decryption_time,key_size,block_size,cpu_usage,memory_usage,encryption_strength,error_rate,integrity_check_time,retransmission_count,packet_order,traffic_type
1280,48.56754411726436,71.82272070068687,1.4242308812623217,3.321769763296934,75.70201418289355,586.9720021866067,29.991122632031683,2.828035697910558,6.637417805357811,256,64,82.04529882547634,174.45258118380144,6,1.3317270041676879,4.386026314806691,0,0,0
114,13.871106487333934,97.35282742001868,8.868448944050728,1.2291916884025884,65.90038311060334,372.89798786855056,46.28091057548487,5.827151341404646,5.067073948824035,256,64,80.49027170436884,923.6212819465894,4,0.89501498414963,3.306306714006838,3,0,0
164,14.306869472800953,20.93922461212187,6.527364917455539,4.3339429907512095,65.37437868349937,81.14833415498802,28.519532355814984,5.6614063023832175,1.0934072382518711,192,64,69.82821012198826,332.7841311514977,10,1.4143238725622613,1.684313072206862,2,1,0
620,24.171959507734336,1.9447919536554379,1.719102299558979,2.1813782781978324,50.499141327772634,362.30323763355887,71.34907138243844,9.899795046330793,9.539105291345663,128,32,84.1851967260098,749.3783025914937,8,1.6709477371545942,4.668586708902442,2,0,0
1467,49.20817532991645,8.454841926248506,0.43313226165036345,0.22105371967850285,53.06634634078584,182.8854440627153,26.55018210525733,2.4428099772916734,8.593284599881914,192,32,54.246676111839356,154.59367404491013,8,0.07899873841069605,3.7634869500069303,1,1,0
1252,14.178988345497082,38.20939405301594,1.496985518493228,1.2230633503476258,69.41053974505148,960.901953465698,59.25409980562007,1.839437284476786,5.12467635541265,192,128,45.81138677740442,784.5263244785502,1,1.2959256637568772,2.318856239408204,3,1,0
747,20.94162357207893,82.23392012685272,6.127099805785896,3.827741770496579,29.784143906217828,715.3168097167281,56.42000005869015,6.310884737488994,2.00651919249268,128,32,87.4357921733023,214.32330742342637,9,0.20991565520756206,2.32700390651252,4,1,0
1186,44.68252076555183,1.7070660950562595,1.87503272907448,0.34566667908744686,28.521365459684482,749.6337712055024,48.36659873881099,2.6250753616546016,8.332490249629707,128,16,47.130495023812486,726.0277132374431,8,0.7577511487936637,4.980049995710889,1,1,0
1262,1.1431305984467384,46.21632869569819,2.3350544412627783,0.736822010774556,85.99398591312438,436.53329673437776,36.69407735984851,6.571975783677754,4.591380251387265,192,128,61.30595528537262,579.1087430680643,2,0.025357012054603834,1.9311746120815123,2,1,0
692,2.948532284439908,33.593830918798055,0.3488832849875104,3.471134080208522,12.21519094070203,110.85486330357445,44.237389999581765,9.738646340935732,4.206082273310415,128,16,39.84497174867512,959.9393174205344,9,0.6572876227601905,0.5609953216924061,1,1,0
491,30.599512176489743,6.19568929987303,7.257013655162176,4.463003948637702,21.157237093214523,267.4497696811537,68.38347802766282,9.491806956275846,6.821131203360664,128,128,60.90609808157823,133.22587876960873,4,0.33870969857911715,2.7389514489691806,4,1,0
518,45.4616280709295,45.57339238058911,8.122607557618426,3.168660025288184,55.62659409609984,260.4513929622638,65.69304893276615,2.695478734117981,7.707416286060189,192,32,67.60791965005501,362.84387122005234,10,1.112528589693407,4.435784847759764,0,0,0
388,12.703976359694455,26.220122026335165,7.988796950044019,1.111455269147773,69.02678709586789,487.2925714507421,64.32854690966819,2.123515308015415,1.0969869978943518,192,64,59.97244202308403,162.5580256008194,6,1.024542972270073,2.964146951636001,4,1,0
478,24.01244695935474,35.83659860035364,1.362924698506414,0.26706881624774303,53.03128663880094,461.51880690666377,64.98941506166346,5.827023228044184,7.7917859565933725,192,16,51.165035297295816,891.2778717157471,2,1.5865488406075676,3.9861286163956158,1,1,0
330,23.072799781233098,70.855915173645,9.042681161148717,3.0756329127515585,38.405119693190734,433.97480915446846,28.63318246132035,6.074384238119926,7.472434762840467,192,128,34.008863810018624,634.511038294997,10,1.2799226269949986,0.3688370263549311,3,0,0
1117,24.17559595868,52.633547407185745,6.755560411793392,0.23699288965581988,88.23808954823741,496.48148922604827,25.9457870217459,6.791375678116178,6.0974912999594135,256,64,61.507654090897866,581.472651122109,4,1.429251766841292,3.3996342334979417,0,0,0
140,31.503465090757516,13.34009547028852,8.985533361530958,3.063610259708785,66.30821481062767,987.0360588994936,71.68991737124134,7.54416379687468,3.714979686402276,256,16,82.67431162090902,218.3121029046788,2,0.18496015510242803,0.488051171190492,4,0,0
1151,24.017444386543506,96.18003950194027,4.526888994853569,1.1278997208054753,76.51126728536633,299.0552770222305,70.23047422066662,6.20909445138404,2.0656203989303648,128,16,10.553007293573389,540.1290315817457,9,0.05552965417405997,2.82614773542896,3,0,0
234,22.925938924800434,63.9551658052641,4.425853124728607,4.5232803120441485,13.219749935056324,615.653891183244,60.8790982427818,1.5616535353367964,1.4752032072467007,256,64,20.714322194375228,458.83328965823387,9,1.9390830793002145,2.5390604349673174,4,1,0
